name,team,patheticism,moxie,divinity,musclitude,thwackability,buoyancy,martyrdom
Carmelo Plums,Garages,0.124434831860797,0.451527042661163,0.276554446471723,0.728407466762828,0.496474304766463,0.536775434065803,0.04423245847258
Carter Oconnor,Shoe Thieves,0.783625154238891,0.433999619394713,0.939854628353646,0.291498189271969,0.404800773303421,0.944125617936157,0.403409888287257
Carter Turnip,Moist Talkers,0.0150358783320761,0.94653778277931,0.77031296901934,0.913925283996803,0.141212977723292,0.357610221723506,0.668440915997484
Case Lancaster,Pies,0.110335953063797,0.650108859703141,0.000245941668350902,0.0735377914654309,0.741387765535813,0.250802315235366,0.0667856296869564
Castillo Logan,Pies,0.181603337037492,0.00773849181226405,0.628982773285699,0.733601702004591,0.298816041830616,0.221514782412952,0.750236676166186
Castillo Turner,Flowers,0.387604194583392,1.06530961306645,0.915048364952378,0.998315653838403,1.45000299348898,0.715410470340455,0.732562144703755
Cedric Spliff,Moist Talkers,0.001,0.461961965823382,0.388806180961597,0.580432054896854,0.663805210678925,0.760374088752003,0.544698157017547
Cell Barajas,Wild Wings,0.352373639757642,1.18094657601396,1.0990881338169,0.657322469864843,0.289713115218737,0.876830756461884,0.475993089421594
Cell Longarms,Steaks,0.290668055631744,0.610404471390932,0.712002806473462,0.610777820630325,0.352502815534566,0.297073197664315,0.985174747350939
Chambers Kennedy,Flowers,0.403722319628739,0.70445521997111,0.778534070790751,0.904914209941834,0.318211018527848,0.226551738125911,0.604580921820566
Chambers Simmons,Flowers,0.865255337917999,0.722225329411824,0.875124409169185,0.788962939549049,0.635538304026894,0.542498916791884,0.480358048871136
Charlatan Seabright,Millennials,0.735153366867283,0.195323868614306,0.883782384953351,0.213467668201166,0.210551318172547,0.541718572826778,0.865253904472516
Chet Takahashi,Spies,0.0962719580883349,0.697746394918817,0.265025822198395,0.924756660118135,0.290027921157304,0.184222323443172,0.145066107458228
Chorby Short,Magic,0.45171953872572,0.378527970366406,0.656147849674823,0.521398432154768,0.800613505523197,0.551372209884615,0.476353891782344
Chorby Spoon,Lovers,0.360172328491449,0.189600049573185,0.980695410171264,0.870594511434942,0.587978635967478,0.736400156485514,0.56320457872457
Chris Koch,Sunbeams,0.619278688328236,0.541374832838284,0.172138954842935,0.0844255327728884,0.563282637633503,0.351714372701861,0.842852424430279
Chris Thibault,Dale,0.0675497586113394,0.380635086135024,0.253549208518302,0.139297963208804,0.792360438982145,0.0148891439533254,0.378210772376945
Christian Combs,Fridays,0.412770481426856,0.337620536195159,0.270834202747828,0.808423460072037,0.99123208347967,0.252322827942599,0.880315511116188
Cicero Homestyle,Wild Wings,0.985861664655814,0.497345296204124,0.30259924713218,0.738768048225889,0.270388659227072,0.612753852102786,0.408148730628491
Clare Mccall,Firefighters,0.407676446141628,0.801688826015433,0.563161576204695,0.116056949202003,0.910231569424811,0.0686840286906503,0.705911317429109
Clementine Steeplechase,Georgias,0.594640372367451,0.177089905681528,0.166282501736537,0.307413016195167,0.744773379502202,0.595143235673977,0.920764431887388
Clove Mahle,Worms,0.566643067459859,0.671428832016763,0.956101014357176,0.954405745233169,0.754072935922297,0.524845109787572,0.941758758212276
Collins Melon,Jazz Hands,0.507291244287003,0.962814747389634,0.4122824417737,0.517025222064922,0.416435039289351,0.119877782903902,0.876878136433121
Collins Mina,Moist Talkers,0.72946240519417,0.13314501381966,0.731379265103148,0.129811159262209,0.151838642971854,0.50350664569023,0.258119330230645
Comfort Monreal,Sunbeams,0.867846486799857,0.532152214521362,0.0931192148206608,0.19772215813314,0.0343257103268917,0.411135974322916,0.000416980034286585
Comfort Septemberish,Spies,0.611622372762645,0.767285456012244,1.18790247350939,0.375357037755708,1.17799570561094,0.832022796068565,1.10547871769021
Commissioner Vapor,Moist Talkers,0.001,1.12633981907994,0.88923123303327,0.550438616793117,1.0479187768288,0.767687961900899,1.1012843597335
Concrete Mandible,Lift,0.678744811076632,0.639159870530949,0.102121888059224,0.454639245841667,0.189801971130506,0.583769127870951,0.547417515190536
Conditional Yuniesky,Shoe Thieves,0.85739405640167,0.131486728200258,0.472307923283779,0.480732124800233,0.656491524871936,0.0365637314129303,0.1431184200435
Conner Haley,Steaks,0.382394722016042,0.307425502751868,1.14732296615118,0.638514711714071,1.05248677757583,0.526195208030416,1.03323161986221
Conrad Bates,Breath Mints,0.753514477068213,0.203427888887916,0.695335689675332,0.708691765075718,0.827683218667472,0.372859172697821,0.193329585562492
Conrad Twelve,Firefighters,0.516461933684438,0.123331469558744,0.530831003226175,0.71369268687511,0.66872980615908,0.761172644965695,0.721520900774041
Conrad Vaughan,Jazz Hands,0.484169689680944,0.890389599258262,0.315434209096505,0.932656880299001,0.722379755639541,0.787338951172468,0.501343163550014
Coolname Galvanic,Lift,0.384447043339827,0.644103398801573,0.85613411433135,0.482467206754541,0.917492056117753,0.438762052419321,0.379384866521759
Cornelius Games,Shoe Thieves,0.722733302667336,0.356759745365587,0.872160476368822,0.21304156061697,0.324568903371282,0.635775087317601,0.640882406172288
Cory Novak,Fridays,0.552014587525292,0.916388243505552,0.451760900669079,0.805842465254831,0.360566318745641,0.582670701917224,0.215610992734407
Cory Ross,Steaks,0.421251140899138,1.30943264910954,1.14685414434549,0.903955654741134,0.481997590887158,1.1125065706378,1.09417268376563
Cory Twelve,Flowers,0.668939837133937,0.171682598629189,0.774103769392256,0.486968942658278,0.997934717104049,0.22359227327143,0.549539616656985
Cote Rodgers,Jazz Hands,0.888128559185096,0.650014683089677,0.337914034506113,0.89047695094064,0.685283981217595,0.707802261037952,0.101834971997876
Cravel Gesundheit,Mechanics,0.926196349664196,0.133992596129645,0.36091381299349,0.667025307621962,0.00616788610443741,0.457083606558301,0.379047791867657
Cudi Di Batterino,Lift,0.277773453808402,0.710230648205846,0.256599887516782,0.492711161078443,0.426869445804103,0.0317734298683571,0.0201455178947568
Curry Aliciakeyes,Magic,0.539999068666696,1.17060807760217,1.23963741815263,1.13669528523439,0.328318015589125,0.7039109769332,0.802797604194502
Daiya Vine,Spies,0.79820306262861,0.481221274112634,0.66218651794897,0.988607667214313,0.802928348710449,0.477427517752896,0.542768419391517
Dander Permadeath,Lift,0.545332185021638,0.0945093448680869,0.94831750679021,0.591092764233534,0.218819434767532,0.462445547181941,0.0117477977740525
Daniel Benedicte,Garages,0.387661551100718,0.992839216068551,0.0462604589907709,0.629277268841449,0.182711229594073,0.676458291261319,0.519630975911493
Daniel Koch,Tigers,0.931349340151421,0.745646715313441,0.62833726166254,0.782144050118585,0.894063873648611,0.397437723310014,0.427612048163604
Daniel Mendoza,Breath Mints,0.682005318800428,0.518829632044629,0.0390483325721831,0.246746006189344,0.61323606402373,0.418218508268159,0.50406321646037
Darren Chill,Spies,0.376385432603833,0.17766830066249,0.0854547914532326,0.673438976048753,0.530542553565628,0.55211713976199,0.931268633376654
Declan Suzanne,Firefighters,0.950000685551295,0.0152378153728249,0.184495371541221,0.427816045544354,0.422332699425771,0.0309651035030789,0.278698190922748
Denim Squall,Moist Talkers,0.000815137663417786,0.0256989271348478,0.895359529993841,0.233625035930942,0.992616900681634,0.754142758881812,0.865868348882349
Denzel Scott,Spies,0.187324102106095,0.551468830826295,0.787012427398934,0.505251559999948,0.909750126239084,0.874003010742525,0.619423947513659
Dervin Gorczyca,Jazz Hands,0.141832435503276,0.636839943877302,0.522164642670075,0.0707423932460263,0.348045775452794,0.703734458636796,0.765667499076665
Dickerson Morse,Steaks,0.538319407077275,0.469694899572455,0.29830469977947,1.2306618292521,1.20444683335762,0.843320452159409,0.724657871284117
Doc Anice,Pies,0.321498237868668,0.568698410717452,0.265630300793992,0.651894623160123,0.63586674417562,0.664006157463642,0.922717243535588
Doc Cash,Tigers,0.726744983948649,0.138841210079366,0.228658470499989,0.288225569201006,0.372594910363061,0.397334288087406,0.125202518690028
Dominic Marijuana,Hall Stars,0.304851853170305,0.198065642825422,0.883779868779614,0.911484193899038,1.04189026497091,0.407830646303267,0.233461703201478
Dominic Woman,Tigers,0.0508480703477363,0.00248836799199559,0.0611042978774754,0.520416920185365,0.0606109959764036,0.473683588900697,0.909428471601806
Don Elliott,Dale,0.688578364121252,0.497800661671974,0.667386462609915,0.17,0.519606704784718,0.633589542763291,0.726613096295271
Donia Bailey,Spies,0.276372815884912,0.930758406620642,0.593785837576047,0.323368500041451,0.364359039827067,0.440635901347058,0.438617297159075
Donia Dollie,Jazz Hands,0.602499731549403,0.238775710225763,0.736686977871029,0.217889036256002,0.777766442291412,0.460249882264677,0.457522483567728
Donia Johnson,Shoe Thieves,0.765943926872056,0.865997805200867,0.333348187646203,0.0993996597249864,0.605027951289536,0.177396921990484,0.0607152186187418
Don Mitchell,Lovers,0.228031033579259,1.32795705099808,0.940175106814057,1.27217880924646,0.803360155517899,1.46074637785308,1.29350018878833
Drosophila Hojo,Tacos,0.50653516247021,0.635982958843712,0.904096997818582,0.548159216489087,0.0418704936892054,0.45161539241501,0.176186996868004
Dudley Mueller,Sunbeams,0.223640317917383,1.00441022315579,0.771320877982029,0.945664110112194,1.56578008981267,1.55317967582974,0.931322148499035
Dulce Schofield,Worms,0.700727760446726,0.198686695826816,0.886919688358412,0.184294223315231,0.273543713291694,0.512605204926027,0.294378880270385
Dunlap Figueroa,Tigers,0.798670574534612,0.644244307336372,0.364387496095841,0.811740304538069,0.143612503068223,0.861755951845357,0.782883504641175
Dunn Keyes,Flowers,0.584458354559962,0.570064634258258,0.562359975160802,0.669942745933586,0.456764893005546,1.08505789059346,0.457819428473786
Durham Spaceman,Garages,0.783108981116343,0.327705197139487,1.08800175715375,0.755202405630018,0.241126061474576,1.1096783265037,0.545642393211247
Eddie Nakamoto,Mechanics,0.0659450972015372,0.425235542706843,0.382221702720973,0.878406277789124,0.0215496256569603,0.32898290642832,0.0147769410182643
Edric Tosser,Jazz Hands,0.958953992271396,0.844616902581176,0.656874225061002,0.487316972024578,0.0665918301637864,0.820961694485525,0.988691741899731
Eduardo Perez,Spies,0.437474797773952,0.40295201433868,0.786077360245789,0.189022853257678,0.481130003149635,0.594122860358455,0.0456590636239806
Eduardo Woodman,Pies,0.595517234031509,0.575519188538658,0.846539703670317,0.650666489554388,1.01939091085646,0.705869319618432,0.574553733532043
Eizabeth Elliott,Magic,0.607179729848609,0.386869200791111,0.685443174877407,0.936213204047778,0.680876985221809,0.61519259189486,1.10563873006318
Eizabeth Guerra,Wild Wings,0.799759801476158,0.19354999063101,0.402032099893281,0.584483116748369,0.636081490437687,0.568513082736123,0.132802410054071
Elijah Bookbaby,Flowers,0.270851638209094,0.51281268847961,0.243515427578288,0.262073158300727,0.796173433992276,0.840424873589023,0.397008690433458
Elijah Glover,Crabs,0.149757728023821,0.588009272354814,0.496210259011173,0.723732270661602,0.69021918221665,0.940890483468111,0.00635086166885079
Elijah Valenzuela,Jazz Hands,0.270935239528503,0.605738454082824,0.0262319179465234,0.0411633103692401,0.634554795069499,0.155894541416429,0.648702736920795
Elip Dean,Tigers,0.987769777123265,0.827348131231856,0.596747068933714,0.0635687538002907,0.46703723478171,0.337368932912407,0.666878221926952
Elvis Figueroa,Pies,0.0568389999831544,1.03916357405655,0.471222526024992,0.797954003722314,0.938146812132471,0.299145957635012,0.317134419455415
Elwin Blaskets,Sunbeams,0.708690345074555,0.632872629718158,0.165787991686847,0.877301026551186,0.942816105606177,0.95374484445122,0.411508077705024
Elwin McGhee,Lift,0.275159333000458,0.831252996654614,0.343437184010744,1.1400531790691,0.529677227824008,0.68443157126989,0.438965003633347
Emblem Warhorse,Garages,0.481790752506708,0.0397941027912354,0.150647855824188,0.621126973879789,0.883823766660551,0.763836283175313,0.0514132977315425
Emilia Street,Garages,0.657983066494005,0.545443004684749,0.137791558056679,0.534231200885853,0.95761195548652,0.625605166229982,0.556666748881904
Emmett Internet,Hall Stars,0.655913600468701,0.335742134633005,0.833376380995287,1.02865254055987,0.878417968059684,0.786717796069148,0.994876506615045
Emmett Tabby,Spies,0.3221173400339,0.31005783267943,0.213863216350981,0.487244966142304,0.788661013122372,0.00451948488348153,0.484865153124181
Engine Eberhardt,Lift,0.000718696071143388,0.354627214662229,0.0592722308499558,0.824409905311793,0.693455049653427,0.356511656383519,0.164137582685227
England Voorhees,Magic,0.512206336982903,0.460821056763078,0.930219410988745,0.0543222182747425,0.313378235615374,0.378947862925458,0.900949224003349
Enid Marlow,Worms,0.001,0.467810848907927,1.04845242340558,0.95000757227259,1.02616655219585,0.790947208563573,0.588608270250403
Ephraim Ladd,Worms,0.167770271443998,0.931065922300376,0.703403223297723,0.342244268455396,0.898294427490557,0.824475650924628,0.302926648666492
Erickson Fischer,Millennials,0.836505506755868,0.762894027336025,0.983301920451283,0.535552584532158,0.389704538445968,0.433375460388782,0.70333525457247
Erickson Sato,Wild Wings,0.468739689032175,0.555469077997192,0.696795431302353,0.268607791777776,0.527023508703121,0.307148515067585,0.862006504382627
Erin Beanbag,Millennials,0.781988867716917,0.208273478741505,0.850328984804272,0.0147739570639922,0.416867195443214,0.717768607791405,0.169887691118412
Erin Jesaulenko,Georgias,0.2630417676644,0.895911186514631,0.731316670719566,0.717219737091054,0.445072914332843,0.38476323383424,0.764638995216455
Eris Street,Tigers,0.70340593058968,0.0340531483004241,0.306208749619541,0.404925719596707,0.423744352164029,0.882887982646515,0.797237200208155
Esme Ramsey,Shoe Thieves,0.001,1.15618867400891,1.02530606410606,0.676128096421892,0.256823812908614,1.06676209357861,0.967168003232261
Eugenia Bickle,Sunbeams,0.00355915250094172,1.01558757391064,0.157758111375755,0.501088790130682,1.14791331045091,0.729523687456672,0.510936582840141
Eugenia Garbage,Moist Talkers,0.001,0.412141236987078,0.838232673019175,0.378381818831201,1.24234053733296,1.10471787422119,1.18430733563561
Evelton McBlase,Fridays,0.329919201286987,0.452752299262041,0.544016908514067,0.527574112860634,0.515738102884219,1.135978020359,0.841651484649836
Evelton McBlase II,Mechanics,0.624328740530493,0.157110908545912,0.227160379935067,0.228002369986283,0.193560119902811,0.772101771088886,0.494233111535709
Famous Meng,Wild Wings,0.829724075776282,0.880270056912423,0.159801315322136,0.974926136502258,0.367748826395212,0.805107699662709,0.278674249194324
Famous Owens,Tigers,0.232390103020322,0.361855808840513,0.786098261443948,0.532974376311142,0.748830315867878,0.587471502556987,0.0543439856400256
Farrell Seagull,Worms,0.001,1.02131562529463,0.49082424377747,0.291011925236164,0.872406364548649,0.769459971037929,1.08252018201454
Felix Garbage,Millennials,0.01,0.252302840401691,1.11681092596058,0.602461804571723,0.690352797210054,0.625077119051311,0.974070566145373
Fenry Marlow,Fridays,0.138733018560114,0.464005985861684,0.738279377325916,0.467531411688004,0.500977250398575,0.899017297695478,0.721051866371465
Fenry Wobin,Tigers,0.17242362200238,0.983520360999631,0.125265403383466,0.128753659844812,0.526301488147066,0.447496711438654,0.43587222616092
Finn James,Crabs,0.926332166229461,0.839614520477131,0.263710280740796,0.976337147938954,0.432190590366191,0.981995998467076,0.737465097544749
