name,team,ruthlessness,overpowerment,unthwackability,shakespearianism,suppression,coldness
Allison Abbott,Steaks,0.955048462142912,1.11319048848597,0.404867368450764,0.284572721903002,0.616793834819784,1.06286016740713
Alston Cerveza,Moist Talkers,0.679993808797199,0.882470682232628,0.696335168776628,0.701387754392677,0.456687930691013,0.707059131002602
Alston England,Firefighters,0.454136382749672,0.442141140149408,0.840768651479999,0.575548039449218,0.900976025870422,0.0726453228894186
Alston Woods,Dale,0.160277645397005,0.6068452455836,0.61876477918689,0.712224985569678,0.021247487676141,0.894481122457113
Alx Keming,Shoe Thieves,0.0623301544994808,0.98303772535079,0.0817087459568475,0.3084858756794,0.975665004851097,0.811709897075595
Alyssa Harrell,Fridays,0.631737576542689,1.24606222016671,1.24102565900255,1.29084081793277,1.57255297349202,0.694687052921825
Amaya Jackson,Lovers,0.451755955333272,0.589306010190391,0.944790125840471,0.528397214701467,0.455329059317799,0.4826058143553
Amos Melon,Moist Talkers,0.502206596367263,0.824277015719924,0.998538229468414,0.973487189802849,0.577932464888049,0.762820957981461
Andrew Solis,Millennials,0.749714937750375,0.83473563333192,0.675510347037926,0.869389323829602,0.302611046973192,0.424641459227287
Ankle Halifax,Georgias,0.345273119073602,0.552458570387363,0.887522158935494,0.899640387885942,0.495956898622815,0.0479055128533405
Annie Williams,Lovers,0.0760260489877811,0.850383671550675,0.935027449603978,0.0588409193600694,0.368061593851703,0.452170224230092
Antonio Mccall,Garages,0.123471742884073,0.224671714711832,0.88595301341165,0.139115512189385,0.282750358525402,0.16715449113227
Arches Candle,Mechanics,0.628723444129907,0.223424665207263,0.798855389643931,0.383943387862123,0.0963656033897466,0.104070044382044
Artemesia Teixeira,Georgias,0.596582999405088,0.0262399931765662,0.465226394548452,0.690465089164438,0.114047840266076,0.460625305656448
Arturo Huerta,Garages,0.996361015581145,0.898964621396551,0.761297954163824,1.01291595400884,1.13297414449695,1.53953365712102
Atlas Diaz,Magic,0.0769725371921279,0.492115618012698,1.00916782133336,1.01493219268855,0.039648018350622,0.318288079725531
Atlas Guerra,Breath Mints,0.658213508064932,0.350988019249514,0.316053679307897,0.892123834076703,0.915892823357806,0.563965964023736
Atma Willowtree,Worms,0.953111205154493,0.0659201019846631,0.316931486110223,0.380069731226506,0.810962749899001,0.643861440209548
August Obrien,Pies,0.261477079295924,0.887829992201226,0.236723359211116,0.0977430331251792,0.322708383797912,0.100187595761222
Augusto Reddick,Moist Talkers,0.977734653953911,0.420755875510287,0.715916823602643,0.07320564157721,1.02226224801918,0.1182013174863
August Sky,Jazz Hands,0.89110909237163,1.04988778614119,0.779309263529716,0.174633527003034,0.81464848963157,0.77800539782773
Aureliano Cerna,Spies,0.786495715816782,0.249064393783236,0.0989579463882353,0.502416618002747,0.947239814002935,0.712484641608292
Aureliano Dollie,Dale,0.210144343247211,0.774851871401788,0.165748962646695,0.0400802095912671,0.198620127863969,0.465930514011165
Aureliano Estes,Lovers,0.226707003806802,0.715522702410746,0.385586777889074,0.364696221148402,0.420160973581748,0.635420283100018
Aurora Blortles,Worms,0.54897870036487,0.858478603063226,0.908568815574094,0.232240572854158,0.442947228040224,0.286843516219658
Avi Jones,Worms,0.424173448192541,0.809243556595374,0.322137815072349,0.794759565924721,0.262812903858501,0.391916568108222
Avila Baker,Sunbeams,0.13640938550174,0.219979423040588,0.858520171253461,0.816344733772517,0.148479518465123,0.775255946301343
Avila Guzman,Dale,0.159992119358465,0.122044116439454,0.229491031701138,0.976774784011226,0.717127053620909,0.135033051864643
Axel Campbell,Crabs,0.83139749169171,0.575028026154188,0.757781655797606,0.465552748001486,0.954218191160248,0.880953649168827
Axel Cardenas,Wild Wings,0.400134558476587,0.237947600624576,0.147265644095425,0.179699640706432,0.0448623737992252,0.134251016266092
Axel Trololol,Hall Stars,0.951805845676322,1.22962507118545,1.30870185215787,1.16093980368526,1.68622344012213,1.6193007577226
Ayanna Dumpington,Lift,0.312280176611287,0.82009913115969,0.741689147007411,0.815280879377963,0.96317633141588,0.396408552799844
Baby Doyle,Jazz Hands,0.157399548451502,0.683994095952044,0.452826991201838,0.358785300745153,0.01,0.275399708136357
Baby Sliders,Sunbeams,0.62690954654592,0.27467319771191,0.0279513930190638,0.712947426133697,0.964206091668606,0.538425143880242
Baby Triumphant,Firefighters,0.13198887085085,0.661349130688085,0.53801364129853,0.67145262981623,0.91698768617095,0.465371298894606
Baldwin Breadwinner,Dale,0.266965536247936,0.02,0.462166953270631,0.541705446017842,0.349925135494523,0.680524691853191
Baldwin Jones,Steaks,0.66222750965047,0.849941171882035,0.0229161345875823,0.342361716692381,0.164881902830124,0.547496991116894
Bambi Perez,Pies,0.478631933078748,0.27420220873782,0.0184219172750073,0.15150618956494,0.110880559298392,0.582146949051989
Bartleby Zhivago,Worms,0.780781491061976,0.765724362140359,0.600651050601432,0.235203638684713,0.56494610449531,0.872325162499219
Basilio Fig,Tacos,0.881843236342838,0.42804863503854,0.502695596038397,0.686323935512876,0.438350044941057,0.997909698946574
Basilio Mason,Tacos,0.993049859621865,0.250858879967256,0.549169674543995,0.450720251085514,0.771766899281259,0.959143253305916
Bates Bentley,Fridays,0.758789099006269,0.939028503948618,0.180179267427833,0.657074575616733,0.721018804079473,0.485380298868326
Bates Silk,Magic,0.678129506354136,1.01435265019738,0.51997562395204,0.276472153861117,0.225995820245063,0.0406763010704465
Bauer Zimmerman,Jazz Hands,0.118626759687686,0.528250645422177,0.921593339372252,0.38869761835134,0.789126137482766,0.983398658299296
Beans McBlase,Moist Talkers,0.590520037115533,0.978087751905857,0.789639065532055,0.599012767006124,0.859900213545948,0.225276511279158
Beasley Day,Pies,0.211071220641935,0.529148742417093,0.448207200510056,0.806547020757832,0.01,0.317774178058759
Beasley Gloom,Moist Talkers,0.853101106355033,0.405756417007743,1.01556108376167,0.198317897280054,0.301245132748831,0.357084146393551
Beau Huerta,Millennials,0.857558231841205,0.922397495056531,0.00795946496102928,0.731303883572593,0.429301405724297,0.936476171169056
Becker Solis,Spies,0.717180870531625,0.621069816148068,0.741348211494129,0.208540038708913,0.00394213974169277,0.0987398203250804
Beck Whitney,Dale,0.920719025384884,0.421919040707654,0.919410264945874,0.718397666756884,1.31776338716937,0.561810670160498
Bees Taswell,Mechanics,0.419102208848897,0.384473225125921,0.292935220268701,0.949894882769594,0.48111942296678,0.257904416383493
Bennett Bowen,Steaks,0.694652226780839,0.270070956127668,0.91330855306557,0.519626047895275,0.0136955287970755,0.808481352738094
Bennett Takahashi,Shoe Thieves,0.161010395953401,0.601017038890089,0.917452391424266,0.504466239281229,0.65769571574113,0.438700128609874
Best Cerna,Wild Wings,0.00912479635559516,0.158545878023305,0.422399556078789,0.372153819256421,0.47261119362069,0.485219289039734
Betsy Trombone,Garages,1.21159228031597,0.822826326064277,0.32664597198757,0.506092857203989,0.981850705957273,0.855802516847355
Bevan Underbuck,Crabs,0.244853833701637,0.403319298409775,0.593269859009037,1.03347942118382,0.534370792254856,0.520091717023497
Bevan Wise,Magic,1.01093472765592,0.966296617411945,0.371604677916043,0.254313693475232,0.485315307029478,0.862068897538287
Blood Hamburger,Shoe Thieves,0.815103703243979,1.15118565728541,1.01279589528212,0.902529421808979,0.913600360953003,0.832547738009143
Bonk Jokes,Magic,0.692149942976592,0.715165589731918,0.954086227345535,0.396628401202381,0.803565497863197,0.541566216933467
Bontgomery Mullock,Lovers,0.607886157206771,0.553617859451806,1.25928001319384,0.360685155412133,0.384052351121973,1.09938213987888
Bottles Suljak,Mechanics,0.240596624897665,0.0484424280541367,0.446064715917642,0.550192855940632,0.959137273775841,0.954256707775357
Boyfriend Berger,Jazz Hands,0.683104623527994,0.99219719022426,0.0610485538829799,0.0109652221978542,0.431104001906628,0.719623190243947
Boyfriend Monreal,Hall Stars,0.214613911632201,0.178201801322524,0.755123772246447,0.673393117829723,0.235130006811042,0.885546103028737
Brewer Vapor,Jazz Hands,0.188144860720967,0.155596315643663,0.2049648307461,0.988854449319495,0.340521548806609,0.422442443410497
Bright Zimmerman,Moist Talkers,0.511156810827286,0.852666193008961,0.207881854722521,0.679224061914137,0.870961424780504,0.303950274483202
Brock Forbes,Crabs,1.227134025599,0.422030872029319,0.972277964162854,0.486155281985269,1.00875696451237,0.601484761977599
Brock Watson,Wild Wings,0.189555818059078,0.636764450708672,0.386378652675153,0.462073305072549,0.347037285930861,0.210821985851254
Burke Gonzales,Wild Wings,1.3414118493678,0.879956440945454,1.17163864022271,0.870391443236929,0.789646002784292,0.97363831089149
Caleb Alvarado,Firefighters,0.833616297820871,0.938391641992817,0.659629815935708,0.471352411944721,0.387368610445536,0.597048993300643
Caleb Morin,Fridays,0.467672417854373,0.368847726364884,0.619983181063358,0.14694320725453,0.198143424346646,0.522923588583284
Caleb Novak,Dale,0.03,0.842270025545401,0.0883249207106155,0.482810314126274,0.394052036393953,0.691509884441655
Caligula Lotus,Hall Stars,0.95868642734891,0.612575765244308,0.625534170555206,0.679013532196402,0.997934892173135,0.79673797854868
Campos Arias,Jazz Hands,0.82391911360384,0.8745409818511,0.57939858001432,0.521808277089965,0.505967963615282,0.724201282808518
Cannonball Sports,Dale,0.141834080395648,1.03759288536072,0.229894043015149,0.22302673788894,0.181310036357977,0.686614102068598
Cantus Hojo,Worms,1.05154015685148,0.389018504421834,0.556548104796911,0.551640093455069,0.197875393699867,0.771824118130555
Carmelo Plums,Garages,0.243267435409373,0.486566167954384,0.752889020873768,0.642885634926173,0.723582288950679,0.396129502408081
Carter Oconnor,Shoe Thieves,0.307001390606467,0.100821691023048,0.2601971402631,0.581822449011815,0.175055569446123,0.280062032180785
Carter Turnip,Moist Talkers,0.178476303230976,0.0916253573106587,0.409034682342238,0.0376254549449755,0.274646004452251,0.688350407914658
Case Lancaster,Pies,0.829197195664458,0.190119409513013,0.867044461764373,0.825333108922558,0.0821170730292609,0.868250857440071
Castillo Logan,Pies,0.679043837073805,0.16698381862222,0.962056422534256,0.994241578502683,0.230832353654946,0.0900668922412891
Castillo Turner,Flowers,1.25219476189107,0.81000744794955,1.20189773891819,1.39053547140611,1.08038216162115,1.4498347799826
Cedric Spliff,Moist Talkers,0.571354305226247,1.04298130019843,0.355169364495297,0.236002505479192,0.683892515915343,0.808191800062854
Cell Barajas,Wild Wings,0.968070349455164,0.718912777825268,0.92779007000187,0.614807200433621,0.139886601947997,0.132355723919092
Cell Longarms,Steaks,0.570238587527257,0.185944901361812,0.534384536336161,0.760479034149438,0.187095560909468,0.266805873902073
Chambers Kennedy,Flowers,0.689525056886507,0.124325653616255,0.953658756714648,0.177531998900785,0.626969621935606,0.78069848728796
Chambers Simmons,Flowers,0.46155001742997,0.869439248949828,0.540474281266082,0.970296402449408,0.762715254071749,0.265929701537334
Charlatan Seabright,Millennials,0.597627954133579,0.564358737291267,0.216330585794935,0.785433887178999,0.637177427643249,0.386938196414493
Chet Takahashi,Spies,0.656189419581687,0.653141239175564,0.646485483355835,0.867365950974191,0.217388617822914,0.813517362992918
Chorby Short,Magic,1.23957759993034,0.62625884496389,0.472793210908758,0.628717384459574,0.570809612609642,1.13075918874758
Chorby Spoon,Lovers,0.126802147944712,0.375972395370981,0.657729191528159,0.0440879283233944,0.971552156726528,0.76354832371109
Chris Koch,Sunbeams,0.282747673439414,0.880980551133467,0.32264711854905,0.387842123903415,0.0115987500972161,0.800252868205162
Chris Thibault,Dale,0.90304443726377,0.936752665736153,0.79196983132031,0.0937388305651532,0.668848934688399,0.760040359144272
Christian Combs,Fridays,0.677448194169864,0.553309165817892,0.795166622196249,0.336055368854723,0.875467978663858,0.328731063364096
Cicero Homestyle,Wild Wings,0.470770011985945,0.115982824493474,0.114219168784585,0.541384479750383,0.261321547940318,0.451175471928963
Clare Mccall,Firefighters,0.872075517213545,0.5760429343426,0.157264682689113,0.677862058618392,0.264431104756762,0.895483441094119
Clementine Steeplechase,Georgias,0.359602015032259,0.200935453836614,0.790857897367044,0.94716061936318,0.853277575159097,0.220454592451358
Clove Mahle,Worms,0.515647702350461,0.150922348610551,0.621800398726115,0.92037829577522,0.719329948114755,0.821517581714291
Collins Melon,Jazz Hands,0.852469516129538,0.55532904774956,0.761233550787268,0.689312925205989,0.362112848568156,1.03463692357019
Collins Mina,Moist Talkers,0.592138395143996,0.0811627267484438,0.168673722804551,0.356808299057227,0.967632618557561,0.161062501120211
Comfort Monreal,Sunbeams,0.309745412325846,0.059665178466398,0.360664623179382,0.956451001423577,0.547818545974928,0.593967471459983
Comfort Septemberish,Spies,0.286914406636041,0.804863161357771,0.277888118679753,0.13,0.934954318659754,0.471795973246067
Commissioner Vapor,Moist Talkers,0.368281814188899,1.02597530236791,0.524803691162543,1.0346692664773,0.549950719867255,1.01947946573574
Concrete Mandible,Lift,0.462866988178438,0.465810977000659,0.469001055142205,0.520124059369109,0.818982777545783,1.01232696247481
Conditional Yuniesky,Shoe Thieves,0.697942952875586,0.868478831896157,0.089907110066979,0.504915677582802,0.239086102772691,0.925508155024124
Conner Haley,Steaks,0.71019918291484,0.663686672647621,0.532535008580485,0.322127912870014,1.00819988675893,1.0916584157706
Conrad Bates,Breath Mints,0.700991924544388,0.226677898827796,0.379729669152109,0.727449428857679,0.978039412837403,0.656850014225508
Conrad Twelve,Firefighters,0.976785555275813,0.82915991002949,0.569787901637617,0.312782112453734,0.595090228605196,0.194390084728663
Conrad Vaughan,Jazz Hands,1.09803407624323,0.449494758944299,0.536635098329686,0.426693478530715,0.177177881555178,1.03271571223892
Coolname Galvanic,Lift,1.20433847665628,0.409602115739989,0.478034565144073,0.754637641541964,0.288351447000301,0.614507882550305
Cornelius Games,Shoe Thieves,0.893370353980608,0.918908023315879,0.770886992695991,0.119637095011929,0.347653012421618,0.326091880488851
Cory Novak,Fridays,0.677994186921237,0.276366723976283,0.290465613942078,0.177314616976487,0.56841307715162,0.665174562168735
Cory Ross,Steaks,0.40243982144027,0.922432607967705,0.817043700767446,0.720627537589753,1.01470396368622,0.476016711704036
Cory Twelve,Flowers,1.01180576192667,0.63507877892008,0.997242100247371,0.472467259024122,0.191588665985245,1.00231712661632
Cote Rodgers,Jazz Hands,0.080392741449379,0.366083976197286,0.865590999313262,0.0717804478269795,0.355817351932915,0.470902561233439
Cravel Gesundheit,Mechanics,0.930918572582439,0.705909472225527,0.792961511189108,0.557595747651916,0.00984147460818074,0.65178470994629
Cudi Di Batterino,Lift,0.599000022143232,0.850644400124404,0.641263125102351,0.269692826359672,0.259823177459511,0.859621317235959
Curry Aliciakeyes,Magic,1.13174511303001,1.18510731606706,1.02955751946959,0.877262236684437,0.800470500793466,1.12136113863602
Daiya Vine,Spies,0.216091312861629,0.586996302746752,0.523870231292384,0.198582845753906,0.717126561039055,0.944531291848892
Dander Permadeath,Lift,0.526429662168422,0.947093582978076,0.355504381112627,0.931391624965668,0.313826970363269,0.405834487028887
Daniel Benedicte,Garages,0.154688961208624,0.632597536791496,0.918570596996134,0.536070879150789,0.7911616827663,0.53443833137499
Daniel Koch,Tigers,0.146003610099799,0.636994512091075,0.417141628684423,0.443013123581482,0.507309258954442,0.544181391760072
Daniel Mendoza,Breath Mints,0.92746898838524,0.361198001905506,0.380400094233522,0.411609104883568,0.219896640097673,0.249438709791268
Darren Chill,Spies,0.574474817646601,0.299474578041901,0.286431164875393,0.56894821217451,0.102259331612152,0.822993100536477
Declan Suzanne,Firefighters,0.046075477723492,0.405853717734182,0.038166570107312,0.0507392311454886,0.0239135947001202,0.0328806950445996
Denim Squall,Moist Talkers,0.711157720050378,0.409161084361645,0.0739114537650636,0.968753637062169,0.862177910090829,0.532316121319729
Denzel Scott,Spies,0.995478857290343,0.42333318833365,0.33,0.72043697222774,0.33,0.402691400362129
Dervin Gorczyca,Jazz Hands,0.875525217355584,0.328887226590867,0.197986910036017,0.0503805173019289,0.678110838197277,0.389607308685152
Dickerson Morse,Steaks,0.479453661532868,1.18111581740173,0.627739571143965,0.687201220170877,0.544553412678579,0.267318865385086
Doc Anice,Pies,0.359045157546492,0.836036638726191,0.928114025008684,0.456019983682,0.144698401512421,0.598964610034841
Doc Cash,Tigers,0.687242227358234,0.396053332813062,0.177414623160725,0.450179385575757,0.892378762974315,0.437429028975842
Dominic Marijuana,Hall Stars,0.159459339434926,0.152025669150305,0.459792763579881,0.656289873022386,0.613156767774448,0.928894402720059
Dominic Woman,Tigers,0.0124986312395872,0.00768759469327285,0.167539818806503,0.814195353142509,0.155427862069696,0.11305762168311
Don Elliott,Dale,0.57291909613016,0.301381430329665,0.637878360844244,0.0475807376597007,0.270246606833711,0.03
Donia Bailey,Spies,0.369859979087208,0.11,0.16143730236012,0.235562072070877,0.970406574189828,0.682294131342985
Donia Dollie,Jazz Hands,0.603720922969862,0.100993466519033,0.452386064977846,0.528020899793792,0.664010586567791,0.661607499250693
Donia Johnson,Shoe Thieves,0.391439672382723,0.0341660403146175,0.662246517729319,0.0817720007962259,0.650337320580442,0.935152779386393
Don Mitchell,Lovers,0.767961125986117,1.21722850477549,1.14585264684488,1.33126597651369,0.416501951350346,0.538016930883482
Drosophila Hojo,Tacos,0.54325756736183,0.903150461163275,0.385091645780871,0.333892245675309,0.920521728443387,0.666652934443069
Dudley Mueller,Sunbeams,0.993867740033807,0.4012469898867,0.535560824748433,0.747213453042545,0.57395896544044,0.994650759735172
Dulce Schofield,Worms,0.62448712699696,0.85616122745199,0.774468462926792,0.0781841548631033,0.540143487515674,0.94311317681192
Dunlap Figueroa,Tigers,1.12316609731298,0.26623661209909,0.791483931749162,1.19905223233355,0.949371645890056,0.696068040963852
Dunn Keyes,Flowers,0.484261440878439,0.315022602149134,1.19990226802838,0.681703864034093,0.47774463227124,1.09837421037063
Durham Spaceman,Garages,0.922628163663572,0.954235396715146,0.456313781393338,0.74664377714105,0.481914205595417,0.158387006856136
Eddie Nakamoto,Mechanics,0.327284635286972,0.773579306856656,0.369789016749779,0.288182678406175,0.053742712148559,0.0908959229358717
Edric Tosser,Jazz Hands,0.403859762204214,0.577364077282213,0.714592215982182,0.402531111459981,0.168650799259111,0.811620988892368
Eduardo Perez,Spies,0.0968615461250457,0.301978144226905,0.829590959168337,0.701376509063851,0.237221441822462,0.874660398438805
Eduardo Woodman,Pies,0.324514176443664,0.975359775072412,0.354060496605194,1.08360149041926,0.530961685773,0.746708191201193
Eizabeth Elliott,Magic,0.458941046745657,1.1358647799972,1.26247134427346,0.58510068272957,1.36276902308148,0.586386798254646
Eizabeth Guerra,Wild Wings,0.091228758783175,0.657132037410268,0.0538662021516472,0.116528141137282,0.647820637370906,0.771358282715193
Elijah Bookbaby,Flowers,0.799877418847418,0.182286530902889,0.570203150950326,0.372446834451626,0.469060467115805,0.996335993934006
Elijah Glover,Crabs,0.192359305839379,0.495424023228751,0.618178667100453,0.754601440178643,0.860495977284392,0.500957104161329
Elijah Valenzuela,Jazz Hands,0.105978379061795,0.113866619624034,0.740781215723857,0.831700258259898,0.663504392989229,0.189618660850618
Elip Dean,Tigers,0.209904651738316,0.807355391034506,0.396720997318213,0.0343726901497048,0.514835379778246,0.172572098765841
Elvis Figueroa,Pies,1.13614307834558,1.07268244158255,1.15967462003643,0.786089463142958,0.721203266973143,0.461405308878185
Elwin Blaskets,Sunbeams,0.725401866484386,0.179163717974628,0.428122038574586,0.174410827114711,0.703383305130127,0.448952873891285
Elwin McGhee,Lift,0.52806835238167,0.587424410466859,0.454087810341761,0.706880482811548,0.343063648731406,0.326760801979081
Emblem Warhorse,Garages,0.296438078443019,0.0166650038405185,0.698350581426238,0.277359602395458,0.702778490264922,0.600569557661839
Emilia Street,Garages,0.118742128562818,0.507214390506177,0.518239344415317,0.997919161317659,0.805622089785513,0.706419824741958
Emmett Internet,Hall Stars,0.00597696141045079,0.798923925968973,0.751478102029973,0.324367756531519,0.64296109739247,0.687088345695773
Emmett Tabby,Spies,1.01153451137658,0.576134154737235,0.627872887818865,0.334004645075771,0.94840007507466,0.404503638648082
Engine Eberhardt,Lift,0.534535332397072,0.340539110891126,0.786781095318162,0.518221533181497,0.488288773006799,0.509329701790578
England Voorhees,Magic,0.642074542588296,0.0647981491928717,0.981156910282929,0.686403480198395,0.205636357728531,0.982283760651343
Enid Marlow,Worms,0.300407774025187,0.752735467034223,1.17465252765767,0.747548521757145,1.03114622153224,0.307466893203692
Ephraim Ladd,Worms,0.386990703368319,0.456857910361232,1.29895537123703,1.05642221321891,0.354270877587966,0.882528672825389
Erickson Fischer,Millennials,0.557084096175924,0.261529527415009,0.226862297284587,0.144808598277982,0.995206219224319,0.841667303643705
Erickson Sato,Wild Wings,0.105524467759192,0.213836092560207,0.343163187575972,0.311666955065147,0.429607790329441,0.286199742650209
Erin Beanbag,Millennials,0.888255351394805,0.226953510172206,0.0890157270740346,0.556801629242341,0.57051588620116,0.168509922877756
Erin Jesaulenko,Georgias,0.307943135661273,0.718737334911254,0.241972510604017,0.405347311062686,1.01810904709133,0.462679581330967
Eris Street,Tigers,0.663235315181341,0.725128220414787,0.874549431909573,0.879732533706501,0.385507814630898,0.00896260100463109
Esme Ramsey,Shoe Thieves,0.342667480876558,0.944890681308693,0.826402653442333,0.527989110523036,0.38560243431032,0.820036212153547
Eugenia Bickle,Sunbeams,0.80724601973296,0.550534425319316,0.573354287596981,0.161845492152793,0.846836124669321,0.883932549521513
Eugenia Garbage,Moist Talkers,0.99573526318265,0.68997015131203,0.794418297552805,0.781071964597908,0.595936281649962,1.03274886352468
Evelton McBlase,Fridays,1.02040605451399,1.18011105471162,0.494419218801222,0.566463015743431,0.86619480436002,1.42465221218395
Evelton McBlase II,Mechanics,0.746017747631595,0.917634776999804,0.190192769688114,0.235472395249121,0.536169506301729,1.04463739768165
Famous Meng,Wild Wings,0.337410882692969,0.0707196725736368,0.418650007786056,0.591273520412596,0.193449108989414,0.895627111165089
Famous Owens,Tigers,0.724615377905773,0.247898122052128,1.03654182481532,0.677023308726243,1.06549810846253,0.494992476793533
Farrell Seagull,Worms,0.63195522307141,0.690743284728942,0.507259835157995,0.447935260303369,1.16180854767881,0.826216426589405
Felix Garbage,Millennials,0.537506431653948,0.738184529035236,0.960005350068732,0.333265020918661,0.507309942007405,0.765171350678099
Fenry Marlow,Fridays,0.801154095809501,0.881289380178065,0.251128078749837,0.752841566259711,0.509167307925935,0.518600854473792
Fenry Wobin,Tigers,0.730140719483244,0.73528884854602,0.0935308173379585,0.0944471745819813,0.324417762276186,0.253987911146055
Finn James,Crabs,0.731702884249699,1.0471020273511,1.08462636620618,0.257314747121801,1.04206988236301,0.340050989274929
Fish Summer,Moist Talkers,0.31469607386712,0.513227002706917,0.112058340311989,0.417468976825721,0.232881758120017,0.726494113815154
Fitzgerald Blackburn,Lovers,0.980478960093874,0.982413397375642,0.849077417980206,0.73835044554277,0.775065467730298,0.411036406849283
Fitzgerald Wanderlust,Shoe Thieves,0.800082870642335,1.0089196816765,0.92751194205119,0.850862279277066,0.927306135346427,0.506888946929245
Flattery McKinley,Georgias,0.0602915140124169,0.766931314348875,0.780008228573554,0.0940671373336392,0.473377867840573,0.859151423002355
Fletcher Peck,Millennials,0.220598074372198,0.10235252242104,0.801711757268561,0.520888647888382,0.879897925828143,0.903140639551859
Fletcher Yamamoto,Lovers,0.546217147850816,0.522422487026712,0.178626708644601,0.476294337557847,0.584750155408188,0.469503257938833
Forrest Best,Crabs,1.12003309819775,0.883489109998617,1.19448046965426,1.06992411953478,0.712006346976183,1.04303997222797
Foxy Pebble,Mechanics,0.116258616481816,0.218805462085879,0.843661646322654,0.809130403301634,0.871621569452653,0.812831741199453
Fran Beans,Wild Wings,0.927238453113678,0.405674770974419,0.471639781973807,0.428341672380934,0.451158498980056,0.957398345480894
Francisca Burton,Sunbeams,0.267773334372689,0.336117316708674,0.644809371978166,0.717377271815841,0.112580381006067,0.603163378154234
Francisca Sasquatch,Dale,0.639156194141876,0.483994689527383,0.515823584848928,0.80743396547826,0.409525519179047,0.370058765173588
Francisco Object,Flowers,0.564848848684236,0.315103341242288,0.41410178128902,0.51353676877223,0.416393679883772,0.320669689472632
Francisco Preston,Magic,0.411817867376309,0.362555329740319,0.954120334852196,0.570120964691354,0.262565044679173,0.985173088023805
Frankie Hambone,Georgias,0.727359547913353,0.916273039972086,0.705580993256245,0.834286425056174,0.974187235479289,0.860464516270747
Frazier Tosser,Lovers,0.717519033634471,0.39426691353601,0.772228459939491,0.254360756110935,0.322517504789023,0.205475764221821
Freemium Fairwood,Garages,0.319440304845586,0.302663526641914,0.50248008425689,0.394517943722199,0.563460958574423,0.38901703946411
Freemium Seraph,Lift,0.136383564385604,0.351207138942779,0.503151331077684,0.97793042191121,0.239779567225335,0.854841161275936
Fynn Doyle,Millennials,0.588569646420252,1.02214142716483,0.783628970830303,0.602637937430736,0.866021092596671,0.617898317148879
Gabriel Griffith,Lovers,1.32772122000669,0.656126520161852,1.21716312359115,0.669854688197722,0.663961660787789,0.74684009901903
Gallup Crueller,Steaks,0.00228716132253215,0.79357830082283,0.318165048867136,0.320127346656659,0.872290823249825,0.821171207362919
Gallup Murphy,Shoe Thieves,0.268425554855019,0.173805562065176,0.246113677525126,0.994439858045124,0.920319794511732,0.660292087857336
Garcia Soto,Millennials,0.416783654084874,0.26153882108819,0.495335286601237,0.346310562343144,0.66468940866857,0.600107705816499
Garcia Tabby,Fridays,0.745534156239696,0.534420510265067,0.868679429168552,0.200609067693363,0.0498212695205207,0.756816584211516
Geraldine Frost,Georgias,0.393556603865578,0.906163204880893,0.721246089624933,0.943453508472637,0.690575725539879,0.800776201606332
